verdict,strategy,timeframe,regime,session,n_trades,avg_r,win_rate,expectancy_R,pct_of_fires,low_confidence
KEEP,orb,1h,unknown,ny,65,-0.8037978894021726,0.07692307692307693,-0.0618306068770902,0.0038819875776397515,False
KEEP,orb,15m,high_vol,asia,1094,-0.229816154751156,0.27513711151736747,-0.06323095299826138,0.0653368370759675,False
KEEP,orb,15m,unknown,ny,61,-0.8896230880038849,0.08196721311475409,-0.07291992524622007,0.003643096034400382,False
KEEP,orb,1h,unknown,london,29,-0.7200589060703443,0.10344827586206896,-0.07448885235210458,0.0017319636884854275,True
KEEP,orb,15m,high_vol,london,32,-0.7129639797536562,0.125,-0.08912049746920703,0.0019111323459149545,False
KEEP,orb,15m,range,london,466,-0.427815521526036,0.22532188841201717,-0.09639620120221842,0.027830864787386528,False
KEEP,orb,15m,unknown,asia,166,-0.7160400945169042,0.14457831325301204,-0.10352386908678132,0.009913999044433828,False
KEEP,order_block,1d,range,asia,4,1.315512820512834,1.0,1.315512820512834,0.0003710919380276463,True
KEEP,order_block,15m,trend,off,24,1.4222571455627697,0.7916666666666666,1.125953573570526,0.002226551628165878,True
KEEP,order_block,1d,unknown,asia,57,0.6866440745427217,0.6666666666666666,0.4577627163618144,0.0052880601168939605,False
KEEP,order_block,15m,trend,asia,140,0.5983988329825496,0.5642857142857143,0.33766791289729586,0.012988217830967623,False
KEEP,order_block,1d,trend,asia,106,0.4624889738147563,0.5566037735849056,0.257423108066704,0.009833936357732628,False
KEEP,order_block,4h,range,ny,83,0.49922212388172477,0.46987951807228917,0.23457425098056947,0.007700157714073661,False
KEEP,order_block,1h,unknown,ny,8,0.3452939552359244,0.5,0.1726469776179622,0.0007421838760552926,True
KEEP,order_block,1h,trend,off,67,0.37019350846006205,0.3880597014925373,0.14365718238748676,0.006215789961963076,False
KEEP,order_block,4h,trend,asia,236,0.23073416532236385,0.3940677966101695,0.0909249041312705,0.021894424343631133,False
KEEP,order_block,15m,unknown,asia,20,0.20639027777777613,0.4,0.08255611111111046,0.0018554596901382318,True
KEEP,order_block,1d,high_vol,asia,47,0.17003800071931746,0.46808510638297873,0.07959225565585072,0.004360330271824845,False
KEEP,order_block,1h,range,ny,591,0.11882470743003791,0.2808798646362098,0.03337546773838628,0.05482883384358475,False
KEEP,order_block,4h,trend,london,172,0.06356275010925239,0.3372093023255814,0.021433950618236268,0.015956953335188793,False
KEEP,order_block,1h,range,off,60,0.054278520673826706,0.25,0.013569630168456677,0.0055663790704146955,False
KEEP,order_block,1h,high_vol,asia,296,0.010277736856960757,0.2668918918918919,0.002743044634121283,0.02746080341404583,False
KEEP,order_block,1h,unknown,london,7,-1.2000000000000017,0.0,-0.0,0.0006494108915483811,True
KEEP,order_block,4h,unknown,ny,10,-1.062527363148649,0.0,-0.0,0.0009277298450691159,True
KEEP,order_block,15m,unknown,london,21,-1.1767629629629635,0.0,-0.0,0.0019482326746451434,True
KEEP,order_block,1h,unknown,asia,7,-1.0818437500000002,0.0,-0.0,0.0006494108915483811,True
KEEP,order_block,1h,unknown,off,2,-1.1999999999999984,0.0,-0.0,0.00018554596901382316,True
KEEP,order_block,4h,unknown,asia,6,-1.0794715719063543,0.0,-0.0,0.0005566379070414695,True
KEEP,order_block,1h,trend,ny,419,-0.13868628474013772,0.2315035799522673,-0.03210637140762138,0.038871880508395955,False
KEEP,order_block,15m,high_vol,london,209,-0.09429466181562636,0.3444976076555024,-0.032484285410167936,0.01938955376194452,False
KEEP,order_block,1h,range,asia,441,-0.14412745318506415,0.24036281179138322,-0.03464287990389297,0.04091288616754801,False
KEEP,order_block,4h,high_vol,asia,59,-0.13030875584979218,0.2711864406779661,-0.03533796768807924,0.005473606085907783,False
KEEP,order_block,4h,high_vol,london,89,-0.17566033196340863,0.25842696629213485,-0.04539536668717302,0.00825679562111513,False
KEEP,order_block,1h,high_vol,london,108,-0.2418152888767751,0.19444444444444445,-0.04701963950381738,0.01001948232674645,False
KEEP,order_block,15m,range,london,680,-0.1406616683091555,0.34705882352941175,-0.04881787311905985,0.06308562946469988,False
KEEP,order_block,15m,high_vol,asia,739,-0.1571829679056233,0.32882273342354534,-0.051685333154352454,0.06855923555060767,False
KEEP,order_block,15m,high_vol,ny,1714,-0.1639342888530443,0.3208868144690782,-0.052604351732307104,0.15901289544484645,False
KEEP,order_block,15m,unknown,ny,71,-0.158317871998158,0.352112676056338,-0.05574572957681619,0.006586881899990723,False
KEEP,order_block,1h,range,london,256,-0.31623547688754494,0.19140625,-0.06052944674800665,0.023749884033769365,False
KEEP,order_block,1h,high_vol,ny,433,-0.3014759102418635,0.20323325635103925,-0.06126993094984754,0.040170702291492714,False
KEEP,order_block,15m,range,asia,871,-0.18927756996007014,0.33180252583237657,-0.06280277579616564,0.08080526950551999,False
KEEP,order_block,4h,high_vol,ny,95,-0.29469889907960023,0.23157894736842105,-0.06824606083948637,0.0088134335281566,False
KEEP,order_block,15m,range,off,171,-0.20873610594752448,0.3333333333333333,-0.06957870198250815,0.01586418035068188,False
KEEP,order_block,1h,trend,asia,266,-0.328629426318848,0.21804511278195488,-0.07165604032516235,0.024677613878838482,False
KEEP,order_block,4h,range,asia,73,-0.3425181396810171,0.2191780821917808,-0.07507246897118182,0.0067724278690045455,False
KEEP,order_block,1h,high_vol,off,63,-0.5417569792912735,0.14285714285714285,-0.07739385418446765,0.00584469802393543,False
KEEP,order_block,4h,trend,ny,175,-0.3629866961469769,0.21714285714285714,-0.0788199683062007,0.016235272288709527,False
KEEP,order_block,4h,range,london,107,-0.49748196751892465,0.17757009345794392,-0.08833791946597727,0.00992670934223954,False
KEEP,order_block,1h,trend,london,196,-0.5333388118884231,0.17346938775510204,-0.09251795716431829,0.01818350496335467,False
KEEP,order_block,15m,range,ny,1193,-0.33532174673106024,0.28331936295054483,-0.09500314366730793,0.11067817051674553,False
KEEP,order_block,15m,high_vol,off,213,-0.4391476117877487,0.23943661971830985,-0.10514801972382715,0.019760645699972167,False
KEEP,order_block,15m,trend,london,73,-0.5012265729657465,0.2328767123287671,-0.11672399644407794,0.0067724278690045455,False
KEEP,order_block,15m,trend,ny,101,-0.49776587699143826,0.2376237623762376,-0.11828100047321305,0.009370071435198071,False
KEEP,pin_bar,4h,high_vol,london,137,1.4791486058478522,0.635036496350365,0.939313348239147,0.0024087912087912087,False
KEEP,pin_bar,1d,unknown,asia,55,1.2500021551939218,0.5636363636363636,0.7045466692911195,0.000967032967032967,False
KEEP,pin_bar,4h,trend,ny,215,0.6104715520343897,0.413953488372093,0.25270682851656134,0.0037802197802197803,False
KEEP,pin_bar,1d,trend,asia,226,0.5274686867769395,0.42035398230088494,0.22172356302570465,0.003973626373626374,False
KEEP,pin_bar,1h,range,off,343,0.5607699676942084,0.3498542274052478,0.19618774379972304,0.006030769230769231,False
KEEP,pin_bar,1d,high_vol,asia,24,0.44998505536995076,0.375,0.16874439576373154,0.000421978021978022,True
KEEP,pin_bar,1h,range,asia,1720,0.4005766976663382,0.3308139534883721,0.1325163610303177,0.030241758241758242,False
KEEP,pin_bar,1h,unknown,off,26,0.37310436342655073,0.34615384615384615,0.12915151041688294,0.00045714285714285713,True
KEEP,pin_bar,1h,high_vol,ny,1246,0.37855962599522364,0.32985553772070625,0.12486998899200394,0.02190769230769231,False
KEEP,pin_bar,1h,unknown,asia,164,0.37680560695722015,0.3170731707317073,0.11947494854741127,0.0028835164835164834,False
KEEP,pin_bar,4h,trend,london,322,0.26677122227961386,0.32608695652173914,0.08699061596074366,0.005661538461538462,False
KEEP,pin_bar,1h,range,london,933,0.2533159204700374,0.2947481243301179,0.07466439242150084,0.016404395604395605,False
KEEP,pin_bar,15m,high_vol,off,899,0.1774958291740227,0.3092324805339266,0.054887475539909136,0.015806593406593406,False
KEEP,pin_bar,1h,range,ny,1679,0.18734849723887778,0.2858844550327576,0.053560023034342666,0.029520879120879123,False
KEEP,pin_bar,1h,unknown,london,44,0.18863749665193674,0.2727272727272727,0.05144658999598274,0.0007736263736263737,False
KEEP,pin_bar,15m,range,off,2298,0.157570190723111,0.31766753698868583,0.05005493438984814,0.040404395604395606,False
KEEP,pin_bar,1h,high_vol,asia,1015,0.17854527159934167,0.2788177339901478,0.04978158804198394,0.017846153846153845,False
KEEP,pin_bar,15m,unknown,ny,487,0.1553436135724346,0.3080082135523614,0.04784710890321394,0.008562637362637363,False
KEEP,pin_bar,15m,range,london,7025,0.1465115648293949,0.3101779359430605,0.0454446547705696,0.12351648351648352,False
KEEP,pin_bar,15m,range,ny,7952,0.11121275951852265,0.3091046277665996,0.034376378633869296,0.13981538461538462,False
KEEP,pin_bar,1h,trend,asia,1523,0.1161139354793574,0.262639527248851,0.030496109121302014,0.02677802197802198,False
KEEP,pin_bar,4h,range,asia,222,0.10315626538875955,0.2882882882882883,0.02973874317513789,0.003903296703296703,False
KEEP,pin_bar,4h,unknown,ny,39,0.10383530452130366,0.28205128205128205,0.02928688076241898,0.0006857142857142857,False
KEEP,pin_bar,1h,trend,off,418,0.10191124768385905,0.2679425837320574,0.027306363015770847,0.00734945054945055,False
KEEP,pin_bar,4h,range,london,215,0.09420436310637398,0.2837209302325581,0.026727749532506104,0.0037802197802197803,False
KEEP,pin_bar,15m,unknown,off,88,0.08639704868797299,0.2840909090909091,0.024544616104537783,0.0015472527472527474,False
KEEP,pin_bar,15m,range,asia,9828,0.0719456070782142,0.2934472934472934,0.02111224367252439,0.1728,False
KEEP,pin_bar,15m,high_vol,london,1029,0.037468526008885075,0.28377065111758987,0.01063246802195767,0.018092307692307692,False
KEEP,pin_bar,1h,high_vol,london,524,-0.010882088808348563,0.24236641221374045,-0.0026374528218707396,0.009213186813186813,False
KEEP,pin_bar,15m,trend,asia,1395,-0.04355087708883365,0.25806451612903225,-0.011238936022924813,0.02452747252747253,False
KEEP,pin_bar,15m,high_vol,asia,2664,-0.06632884162337645,0.2533783783783784,-0.016806294330247412,0.04683956043956044,False
KEEP,pin_bar,15m,high_vol,ny,5313,-0.10477242369025279,0.24863542254846602,-0.026050135835652913,0.09341538461538461,False
KEEP,pin_bar,1h,trend,london,980,-0.13929585711191064,0.21428571428571427,-0.029849112238266563,0.01723076923076923,False
KEEP,pin_bar,4h,trend,asia,405,-0.14260181679602243,0.22469135802469137,-0.03204139587268652,0.007120879120879121,False
KEEP,pin_bar,15m,trend,london,642,-0.15356886849011067,0.22741433021806853,-0.03492376137002517,0.011287912087912088,False
KEEP,pin_bar,15m,trend,ny,1417,-0.1526913915177607,0.2392378263937897,-0.03652955661575221,0.024914285714285715,False
KEEP,pin_bar,4h,range,ny,142,-0.204921884721315,0.22535211267605634,-0.046179579655507605,0.0024967032967032968,False
KEEP,pin_bar,1h,trend,ny,1323,-0.2529577737097595,0.19047619047619047,-0.04818243308757324,0.023261538461538462,False
KEEP,pin_bar,15m,unknown,asia,444,-0.2301790208937154,0.21396396396396397,-0.04925001573176343,0.007806593406593406,False
KEEP,pin_bar,4h,unknown,london,15,-0.25004411692681694,0.2,-0.05000882338536339,0.0002637362637362637,True
KEEP,pin_bar,15m,trend,off,335,-0.21864772993262818,0.23283582089552238,-0.050909023685805965,0.0058901098901098905,False
KEEP,pin_bar,1h,high_vol,off,336,-0.3386844528230866,0.16666666666666666,-0.05644740880384777,0.005907692307692307,False
KEEP,pin_bar,15m,unknown,london,268,-0.2962753286382528,0.19776119402985073,-0.0585917627530873,0.004712087912087912,False
KEEP,pin_bar,1h,unknown,ny,118,-0.5627323404342475,0.11016949152542373,-0.06199593581055269,0.0020747252747252746,False
KEEP,pin_bar,4h,high_vol,ny,201,-0.3858232775636835,0.1691542288557214,-0.06526363899087184,0.0035340659340659343,False
KEEP,pin_bar,4h,high_vol,asia,163,-0.5346703705053276,0.13496932515337423,-0.07216409908660863,0.002865934065934066,False
KEEP,pin_bar,4h,unknown,asia,18,-0.7166661962447067,0.1111111111111111,-0.07962957736052297,0.0003164835164835165,True
KEEP,smt_divergence,1d,unknown,asia,3,1.9855764526489958,1.0,1.9855764526489958,0.0003060599877576005,True
KEEP,smt_divergence,1d,high_vol,asia,1,1.9483016155433779,1.0,1.9483016155433779,0.00010201999591920016,True
KEEP,smt_divergence,4h,unknown,ny,2,1.876358095238096,1.0,1.876358095238096,0.00020403999183840033,True
KEEP,smt_divergence,4h,unknown,asia,2,1.8110566562960528,1.0,1.8110566562960528,0.00020403999183840033,True
KEEP,smt_divergence,4h,unknown,london,1,1.8000000000000003,1.0,1.8000000000000003,0.00010201999591920016,True
KEEP,smt_divergence,1d,range,asia,7,1.1136962829223356,0.7142857142857143,0.7954973449445254,0.0007141399714344012,True
KEEP,smt_divergence,4h,range,ny,25,1.2499019468260655,0.6,0.7499411680956393,0.002550499897980004,True
KEEP,smt_divergence,15m,trend,london,135,0.5387693108636464,0.5555555555555556,0.2993162838131369,0.013772699449092022,False
KEEP,smt_divergence,1d,trend,asia,52,0.5330676913412864,0.5192307692307693,0.27678514742720645,0.005305039787798408,False
KEEP,smt_divergence,1h,range,london,117,0.5458838001489112,0.48717948717948717,0.26594338981613624,0.011936339522546418,False
KEEP,smt_divergence,15m,unknown,off,11,0.46518138495425027,0.5454545454545454,0.2537353008841365,0.0011222199551112018,True
KEEP,smt_divergence,1h,range,ny,294,0.4391182611011616,0.46598639455782315,0.2046231352750311,0.029993878800244848,False
KEEP,smt_divergence,15m,high_vol,london,175,0.4211107720244492,0.4857142857142857,0.20453951784044674,0.01785349928586003,False
KEEP,smt_divergence,4h,high_vol,ny,29,0.393323565119677,0.4827586206896552,0.18988034178191304,0.0029585798816568047,True
KEEP,smt_divergence,4h,range,asia,13,0.35647299979642944,0.46153846153846156,0.16452599990604436,0.001326259946949602,True
KEEP,smt_divergence,15m,high_vol,ny,1147,0.2911920460279461,0.3993025283347864,0.11627372020993838,0.11701693531932258,False
KEEP,smt_divergence,1h,range,asia,178,0.26188435689297906,0.4438202247191011,0.11622957412665924,0.01815955927361763,False
KEEP,smt_divergence,1h,trend,ny,232,0.23721948032774337,0.4482758620689655,0.10633976704347117,0.023668639053254437,False
KEEP,smt_divergence,1h,trend,asia,210,0.21205145894842858,0.4238095238095238,0.0898694278400483,0.021424199143032036,False
KEEP,smt_divergence,1h,high_vol,ny,213,0.1649938349317225,0.40375586854460094,0.06661722912736213,0.021730259130789634,False
KEEP,smt_divergence,1h,high_vol,asia,138,0.14196535314266545,0.391304347826087,0.05555165992539083,0.014078759436849622,False
KEEP,smt_divergence,15m,range,ny,1546,0.14066590560308434,0.3738680465717982,0.0525904873470781,0.15772291369108346,False
KEEP,smt_divergence,15m,range,london,1161,0.1222506289354395,0.3979328165374677,0.04864753709575629,0.11844521526219139,False
KEEP,smt_divergence,1h,trend,off,28,0.0950582774567411,0.39285714285714285,0.03734432328657686,0.0028565598857376046,True
KEEP,smt_divergence,15m,range,asia,1767,0.0876363067892436,0.3684210526315789,0.03228706039603711,0.1802693327892267,False
KEEP,smt_divergence,15m,high_vol,asia,376,0.05831543329569662,0.3723404255319149,0.021713193248397676,0.03835951846561926,False
KEEP,smt_divergence,1h,high_vol,london,72,0.04243241465026364,0.3888888888888889,0.01650149458621364,0.007345439706182412,False
KEEP,smt_divergence,4h,trend,ny,59,0.03758971987303616,0.3728813559322034,0.014016505715369415,0.00601917975923281,False
KEEP,smt_divergence,1h,unknown,asia,27,0.003063309781766598,0.37037037037037035,0.0011345591784320732,0.0027545398898184046,True
KEEP,smt_divergence,1h,unknown,off,6,-1.0832702238144354,0.0,-0.0,0.000612119975515201,True
KEEP,smt_divergence,1h,unknown,london,11,-1.0832449173501315,0.0,-0.0,0.0011222199551112018,True
KEEP,smt_divergence,15m,trend,asia,241,-0.022061982423038237,0.35684647302904565,-0.007872740615689993,0.02458681901652724,False
KEEP,smt_divergence,1h,unknown,ny,26,-0.08313481671714246,0.34615384615384615,-0.028777436555933927,0.002652519893899204,True
KEEP,smt_divergence,1h,trend,london,171,-0.09488982421442893,0.34502923976608185,-0.03273976391024156,0.017445419302183227,False
KEEP,smt_divergence,15m,range,off,357,-0.13706414083276833,0.32212885154061627,-0.044152314273860946,0.03642113854315446,False
KEEP,smt_divergence,15m,high_vol,off,154,-0.15974778844160378,0.3246753246753247,-0.051866165078442786,0.015711079371556826,False
KEEP,smt_divergence,4h,high_vol,asia,29,-0.20914373756375956,0.27586206896551724,-0.05769482415551988,0.0029585798816568047,True
KEEP,smt_divergence,15m,trend,off,93,-0.18457837647647768,0.3225806451612903,-0.0595414117666057,0.009487859620485616,False
KEEP,smt_divergence,1h,high_vol,off,18,-0.24660870114409356,0.2777777777777778,-0.06850241698447043,0.001836359926545603,True
KEEP,smt_divergence,4h,trend,london,59,-0.29558764409227556,0.2542372881355932,-0.07514940104040904,0.00601917975923281,False
KEEP,smt_divergence,4h,range,london,22,-0.37310258748347525,0.22727272727272727,-0.08479604260988073,0.0022444399102224035,True
KEEP,smt_divergence,15m,trend,ny,227,-0.3301579702795862,0.2643171806167401,-0.0872664238624457,0.023158539073658436,False
KEEP,smt_divergence,4h,high_vol,london,38,-0.6750421884619958,0.13157894736842105,-0.08882134058710471,0.0038767598449296063,False
KEEP,smt_divergence,4h,trend,asia,61,-0.42096782574847924,0.21311475409836064,-0.08971445466770868,0.00622321975107121,False
KEEP,smt_divergence,15m,unknown,ny,75,-0.3413231482797034,0.26666666666666666,-0.0910195062079209,0.007651499693940012,False
KEEP,smt_divergence,15m,unknown,asia,93,-0.37486764702872305,0.24731182795698925,-0.09270920302860892,0.009487859620485616,False
KEEP,smt_divergence,1h,range,off,57,-0.4263075178766141,0.22807017543859648,-0.09722803039291197,0.00581513976739441,False
KEEP,smt_divergence,15m,unknown,london,43,-0.6246571755793425,0.18604651162790697,-0.11621528847987768,0.004386859824525607,False
KEEP,trend_day,4h,range,london,405,0.9378604624691097,0.4666666666666667,0.43766821581891785,0.005484312158923179,False
KEEP,trend_day,4h,range,asia,491,0.7949675040525613,0.42362525458248473,0.33676831128906876,0.006648882148225385,False
KEEP,trend_day,1d,trend,asia,272,0.7033223014289124,0.46691176470588236,0.328389456917176,0.003683291128955814,False
KEEP,trend_day,1h,high_vol,ny,1198,0.21278214213493085,0.4090150250417362,0.08703109319375302,0.0162227307812098,False
KEEP,trend_day,1h,unknown,off,24,0.18777313708932084,0.4166666666666667,0.07823880712055035,0.0003249962760843365,True
KEEP,trend_day,4h,trend,asia,774,0.207868599679366,0.2958656330749354,0.06150117484053594,0.010481129903719853,False
KEEP,trend_day,1h,high_vol,london,467,0.1101651142999044,0.3747323340471092,0.041282430412169745,0.006323885872141048,False
KEEP,trend_day,15m,high_vol,london,1382,0.0879304468404877,0.3914616497829233,0.034421397786326954,0.018714368897856378,False
KEEP,trend_day,1h,range,london,1223,0.056875953592881334,0.3875715453802126,0.022043501228966273,0.01656126856879765,False
KEEP,trend_day,4h,unknown,asia,12,0.06194989403954909,0.3333333333333333,0.020649964679849697,0.00016249813804216826,True
KEEP,trend_day,4h,trend,london,871,0.06497987861294924,0.26865671641791045,0.017457280821389348,0.011794656519560713,False
KEEP,trend_day,4h,high_vol,ny,492,0.02732192182649616,0.2540650406504065,0.006941545179495976,0.006662423659728899,False
KEEP,trend_day,1d,range,asia,21,-1.0244936850779955,0.0,-0.0,0.00028437174157379446,True
KEEP,trend_day,15m,high_vol,ny,7114,-0.01741115959946457,0.35212257520382345,-0.006130862355448236,0.09633431283599875,False
KEEP,trend_day,4h,high_vol,london,548,-0.026971979969775697,0.25547445255474455,-0.006890651817095981,0.0074207483039256845,False
KEEP,trend_day,1h,unknown,ny,95,-0.02569638619865303,0.35789473684210527,-0.009196601376360032,0.0012864435928338321,False
KEEP,trend_day,4h,high_vol,asia,375,-0.051681550576865076,0.24,-0.012403572138447618,0.005078066813817758,False
KEEP,trend_day,15m,unknown,off,159,-0.035213457075187575,0.3584905660377358,-0.012623692159029507,0.0021531003290587297,False
KEEP,trend_day,15m,range,london,9273,-0.03964265492023091,0.3630971638089076,-0.014394135567391081,0.12557043617208552,False
KEEP,trend_day,1h,trend,asia,1422,-0.05744219231512096,0.33825597749648384,-0.019430164911092253,0.01925602935799694,False
KEEP,trend_day,1h,unknown,london,70,-0.06672516687129436,0.34285714285714286,-0.022877200070158067,0.0009479058052459815,False
KEEP,trend_day,1h,trend,off,317,-0.11221056776475474,0.3217665615141956,-0.03610560855522077,0.004292659146613945,False
KEEP,trend_day,1h,range,asia,1830,-0.11697107167226704,0.32459016393442625,-0.03796765932968668,0.02478096605143066,False
KEEP,trend_day,15m,trend,london,776,-0.11402990203621151,0.3337628865979381,-0.038058949262086056,0.01050821292672688,False
KEEP,trend_day,15m,unknown,ny,605,-0.115327661563637,0.3371900826446281,-0.038887343733854454,0.008192614459625984,False
KEEP,trend_day,1h,range,off,372,-0.11736177719854055,0.3333333333333333,-0.039120592399513515,0.005037442279307216,False
KEEP,trend_day,15m,high_vol,off,1040,-0.12201740764695185,0.3230769230769231,-0.03942100862439983,0.014083171963654583,False
KEEP,trend_day,4h,trend,ny,768,-0.19837298175163462,0.19921875,-0.03951961745833346,0.010399880834698769,False
KEEP,trend_day,15m,range,off,2829,-0.12293556201589005,0.3375751148815836,-0.041499986470546125,0.03830893604344117,False
KEEP,trend_day,1h,range,ny,1626,-0.13938589236060983,0.3105781057810578,-0.04329020642196062,0.0220184977047138,False
KEEP,trend_day,4h,range,ny,334,-0.21730693573030874,0.20658682634730538,-0.044892750195782344,0.004522864842173684,False
KEEP,trend_day,15m,range,asia,14988,-0.13680486280829404,0.3310648518815052,-0.0452912816422975,0.20296017441466815,False
KEEP,trend_day,15m,range,ny,9950,-0.14397620312882817,0.3271356783919598,-0.047099752882847803,0.13473803945996451,False
KEEP,trend_day,15m,high_vol,asia,4010,-0.16026259664378598,0.31296758104738154,-0.050156997203977906,0.054301461129091226,False
KEEP,trend_day,1d,unknown,asia,106,-0.23315623600377106,0.2169811320754717,-0.0505905040385541,0.0014354002193724864,False
KEEP,trend_day,4h,unknown,london,43,-0.7763377140752392,0.06976744186046512,-0.05416309633083064,0.000582284994651103,False
KEEP,trend_day,1d,high_vol,asia,82,-0.7514756199415933,0.07317073170731707,-0.05498602097133609,0.0011104039432881499,False
KEEP,trend_day,4h,unknown,ny,52,-0.9623311669078175,0.057692307692307696,-0.05551910578314332,0.0007041585981827291,False
KEEP,trend_day,1h,high_vol,asia,1045,-0.1949527491174762,0.2861244019138756,-0.05578073874270372,0.014150879521172154,False
KEEP,trend_day,15m,trend,ny,1289,-0.1882316334589646,0.30876648564778897,-0.058119619950867264,0.017455008328029573,False
KEEP,trend_day,1h,trend,ny,945,-0.20675993839873877,0.2867724867724868,-0.059293061699532496,0.012796728370820751,False
KEEP,trend_day,1h,trend,london,799,-0.21244647950022444,0.29411764705882354,-0.0624842586765366,0.010819667691307704,False
KEEP,trend_day,1h,high_vol,off,239,-0.27432239111708945,0.26359832635983266,-0.07231092318149221,0.0032364212493398515,False
KEEP,trend_day,15m,unknown,london,352,-0.2916996596233044,0.2897727272727273,-0.08452660591357117,0.004766612049236936,False
KEEP,trend_day,15m,trend,off,393,-0.3134149347484715,0.27735368956743,-0.08692678851802389,0.005321814020881011,False
KEEP,trend_day,15m,trend,asia,1659,-0.3186404482097163,0.2730560578661845,-0.08700670466485926,0.02246536758432976,False
KEEP,trend_day,1h,unknown,asia,118,-0.8567677423823962,0.1016949152542373,-0.08712892295414199,0.0015978983574146547,False
KEEP,trend_day,15m,unknown,asia,592,-0.4815703826881874,0.22972972972972974,-0.11063103386079982,0.008016574810080302,False
KEEP,wick_fill,1d,unknown,asia,73,0.3761075929816465,0.4794520547945205,0.1803255582788716,0.0006265126418235809,False
KEEP,wick_fill,4h,range,ny,486,0.21482181312559498,0.32510288065843623,0.0698391902753992,0.004171029368852881,False
KEEP,wick_fill,1h,range,off,729,0.10896681809561587,0.31275720164609055,0.0340801570998634,0.006256544053279321,False
KEEP,wick_fill,4h,unknown,asia,35,0.03810628672925538,0.2571428571428571,0.009798759444665668,0.00030038277347705934,False
KEEP,wick_fill,4h,unknown,ny,34,0.031232061955424724,0.2647058823529412,0.008267310517612427,0.0002918004085205719,False
KEEP,wick_fill,4h,range,asia,510,0.012639067701971434,0.2647058823529412,0.003345635568168909,0.004377006127808579,False
KEEP,wick_fill,4h,trend,asia,851,-0.029695591916417154,0.2620446533490012,-0.007781571089730935,0.007303592577970786,False
KEEP,wick_fill,4h,trend,ny,806,-0.0390041095880631,0.2555831265508685,-0.009968792276849875,0.006917386154928852,False
KEEP,wick_fill,15m,high_vol,london,2120,-0.04538793797816047,0.27547169811320754,-0.01250309234870081,0.01819461370775331,False
KEEP,wick_fill,1h,range,ny,3820,-0.056608618656525944,0.2604712041884817,-0.014744915068911863,0.0327846341337819,False
KEEP,wick_fill,15m,range,ny,18557,-0.06986251158913512,0.2710028560650967,-0.018932940172536536,0.15926294649753686,False
KEEP,wick_fill,4h,range,london,514,-0.08682354345786056,0.23151750972762647,-0.020101170567092232,0.0044113355876345284,False
KEEP,wick_fill,15m,range,off,4825,-0.08646149288592599,0.27088082901554406,-0.023420760870861194,0.04140991091505175,False
KEEP,wick_fill,1h,range,london,2259,-0.09701017952657019,0.25630810092961487,-0.024864494885296212,0.019387562436705058,False
KEEP,wick_fill,1h,high_vol,ny,2020,-0.09849453504620066,0.25396039603960396,-0.02501371112806977,0.017336377212104567,False
KEEP,wick_fill,1d,trend,asia,317,-0.08422288366194998,0.3280757097791798,-0.027631482337043527,0.002720609691206509,False
KEEP,wick_fill,15m,high_vol,off,1602,-0.11206166736947315,0.26779026217228463,-0.03000902328433457,0.01374894866029283,False
KEEP,wick_fill,4h,unknown,london,48,-0.14196200969864048,0.22916666666666666,-0.03253296055593844,0.0004119535179113957,False
KEEP,wick_fill,1h,unknown,ny,226,-0.13584007079293092,0.24778761061946902,-0.033659486568159876,0.0019396144801661545,False
KEEP,wick_fill,4h,trend,london,894,-0.1688949138111177,0.22930648769574943,-0.038728699475703725,0.0076726342710997444,False
KEEP,wick_fill,1h,range,asia,3252,-0.15924184721998064,0.24477244772447723,-0.0389780167242019,0.027909850838497056,False
KEEP,wick_fill,15m,range,london,14600,-0.1815110452043854,0.2467123287671233,-0.04478101265932851,0.12530252836471617,False
KEEP,wick_fill,15m,high_vol,ny,10731,-0.1855904752774572,0.24815953778771782,-0.046056046562656654,0.0920973583480664,False
KEEP,wick_fill,15m,range,asia,21135,-0.1894948193142625,0.24485450674237047,-0.046398660513428364,0.1813882833553614,False
KEEP,wick_fill,1h,trend,off,697,-0.21229542119911754,0.2381635581061693,-0.05056103288242971,0.005981908374671724,False
KEEP,wick_fill,1h,high_vol,off,463,-0.22875330716369885,0.23326133909287258,-0.053359302750927595,0.003973634974853671,False
KEEP,wick_fill,4h,high_vol,london,371,-0.2665661163886883,0.20754716981132076,-0.05532504302406739,0.003184057398856829,False
KEEP,wick_fill,4h,high_vol,ny,339,-0.2843087975337613,0.20058997050147492,-0.05702949331060699,0.002909421720249232,False
KEEP,wick_fill,1d,range,asia,41,-0.19923426771221758,0.2926829268292683,-0.05831246859869783,0.0003518769632159838,False
KEEP,wick_fill,15m,trend,asia,2238,-0.2525813211338171,0.23100983020554067,-0.058348768108214225,0.019207332772618824,False
KEEP,wick_fill,15m,high_vol,asia,5213,-0.26195005103349916,0.22443890274314215,-0.058791782027468646,0.044739868518168864,False
KEEP,wick_fill,1h,trend,ny,2637,-0.2844638862406495,0.21463784603716343,-0.0610567158180537,0.0226316963902573,False
KEEP,wick_fill,1h,high_vol,asia,1608,-0.2916036985598022,0.21206467661691542,-0.061838844035380945,0.013800442850031755,False
KEEP,wick_fill,1h,trend,london,1523,-0.2857140885265443,0.21864740643466843,-0.06247064443817416,0.013070941828730325,False
